time,voltage
13.519,-0.445
13.522,-0.435
13.525,-0.42
13.528,-0.4
13.531,-0.38
13.533,-0.365
13.536,-0.365
13.539,-0.355
13.542,-0.34
13.544,-0.345
13.547,-0.32
13.55,-0.3
13.553,-0.29
13.556,-0.28
13.558,-0.295
13.561,-0.285
13.564,-0.27
13.567,-0.26
13.569,-0.255
13.572,-0.25
13.575,-0.25
13.578,-0.255
13.581,-0.245
13.583,-0.245
13.586,-0.235
13.589,-0.245
13.592,-0.24
13.594,-0.25
13.597,-0.24
13.6,-0.23
13.603,-0.235
13.606,-0.24
13.608,-0.26
13.611,-0.25
13.614,-0.24
13.617,-0.23
13.619,-0.235
13.622,-0.235
13.625,-0.265
13.628,-0.265
13.631,-0.255
13.633,-0.245
13.636,-0.245
13.639,-0.25
13.642,-0.27
13.644,-0.27
13.647,-0.255
13.65,-0.25
13.653,-0.255
13.656,-0.255
13.658,-0.26
13.661,-0.255
13.664,-0.255
13.667,-0.25
13.669,-0.255
13.672,-0.27
13.675,-0.275
13.678,-0.28
13.681,-0.25
13.683,-0.25
13.686,-0.255
13.689,-0.27
13.692,-0.275
13.694,-0.275
13.697,-0.27
13.7,-0.26
13.703,-0.26
13.706,-0.265
13.708,-0.28
13.711,-0.28
13.714,-0.265
13.717,-0.255
13.719,-0.26
13.722,-0.28
13.725,-0.275
13.728,-0.28
13.731,-0.265
13.733,-0.255
13.736,-0.27
13.739,-0.265
13.742,-0.285
13.744,-0.285
13.747,-0.27
13.75,-0.26
13.753,-0.265
13.756,-0.26
13.758,-0.28
13.761,-0.27
13.764,-0.275
13.767,-0.265
13.769,-0.255
13.772,-0.275
13.775,-0.28
13.778,-0.275
13.781,-0.27
13.783,-0.26
13.786,-0.265
13.789,-0.26
13.792,-0.27
13.794,-0.28
13.797,-0.26
13.8,-0.255
13.803,-0.26
13.806,-0.27
13.808,-0.27
13.811,-0.275
13.814,-0.265
13.817,-0.25
13.819,-0.25
13.822,-0.26
13.825,-0.265
13.828,-0.275
13.831,-0.265
13.833,-0.255
13.836,-0.25
13.839,-0.265
13.842,-0.26
13.844,-0.265
13.847,-0.25
13.85,-0.235
13.853,-0.26
13.856,-0.26
13.858,-0.25
13.861,-0.25
13.864,-0.24
13.867,-0.22
13.869,-0.215
13.872,-0.23
13.875,-0.24
13.878,-0.225
13.881,-0.22
13.883,-0.195
13.886,-0.2
13.889,-0.21
13.892,-0.2
13.894,-0.215
13.897,-0.19
13.9,-0.195
13.903,-0.195
13.906,-0.19
13.908,-0.21
13.911,-0.21
13.914,-0.2
13.917,-0.21
13.919,-0.225
13.922,-0.22
13.925,-0.23
13.928,-0.235
13.931,-0.225
13.933,-0.22
13.936,-0.235
13.939,-0.24
13.942,-0.23
13.944,-0.25
13.947,-0.255
13.95,-0.245
13.953,-0.24
13.956,-0.245
13.958,-0.25
13.961,-0.255
13.964,-0.24
13.967,-0.235
13.969,-0.24
13.972,-0.245
13.975,-0.255
13.978,-0.26
13.981,-0.255
13.983,-0.23
13.986,-0.24
13.989,-0.245
13.992,-0.255
13.994,-0.265
13.997,-0.265
14,-0.25
14.003,-0.245
14.006,-0.25
14.008,-0.27
14.011,-0.3
14.014,-0.32
14.017,-0.33
14.019,-0.355
14.022,-0.385
14.025,-0.37
14.028,-0.32
14.031,-0.19
14.033,-0.05
14.036,0.075
14.039,0.19
14.042,0.305
14.044,0.435
14.047,0.57
14.05,0.66
14.053,0.645
14.056,0.455
14.058,0.12
14.061,-0.175
14.064,-0.295
14.067,-0.26
14.069,-0.255
14.072,-0.275
14.075,-0.28
14.078,-0.28
14.081,-0.275
14.083,-0.28
14.086,-0.28
14.089,-0.285
14.092,-0.295
14.094,-0.3
14.097,-0.29
14.1,-0.285
14.103,-0.295
14.106,-0.3
14.108,-0.31
14.111,-0.295
14.114,-0.305
14.117,-0.29
14.119,-0.285
14.122,-0.3
14.125,-0.305
14.128,-0.3
14.131,-0.29
14.133,-0.285
14.136,-0.29
14.139,-0.29
14.142,-0.295
14.144,-0.29
14.147,-0.29
14.15,-0.285
14.153,-0.285
14.156,-0.29
14.158,-0.31
14.161,-0.305
14.164,-0.285
14.167,-0.28
14.169,-0.28
14.172,-0.285
14.175,-0.295
14.178,-0.305
14.181,-0.29
14.183,-0.27
14.186,-0.28
14.189,-0.28
14.192,-0.295
14.194,-0.305
14.197,-0.295
14.2,-0.28
14.203,-0.28
14.206,-0.285
14.208,-0.295
14.211,-0.295
14.214,-0.295
14.217,-0.29
14.219,-0.295
14.222,-0.3
14.225,-0.31
14.228,-0.3
14.231,-0.3
14.233,-0.295
14.236,-0.305
14.239,-0.315
14.242,-0.33
14.244,-0.325
14.247,-0.325
14.25,-0.315
14.253,-0.325
14.256,-0.33
14.258,-0.345
14.261,-0.35
14.264,-0.345
14.267,-0.335
14.269,-0.355
14.272,-0.38
14.275,-0.375
14.278,-0.385
14.281,-0.375
14.283,-0.37
14.286,-0.38
14.289,-0.395
14.292,-0.41
14.294,-0.41
14.297,-0.405
14.3,-0.4
14.303,-0.405
14.306,-0.42
14.308,-0.43
14.311,-0.43
14.314,-0.42
14.317,-0.41
14.319,-0.405
14.322,-0.405
14.325,-0.41
14.328,-0.405
14.331,-0.385
14.333,-0.37
14.336,-0.355
14.339,-0.345
14.342,-0.335
14.344,-0.32
14.347,-0.3
14.35,-0.28
14.353,-0.27
14.356,-0.265
14.358,-0.265
14.361,-0.25
14.364,-0.225
14.367,-0.215
14.369,-0.215
14.372,-0.23
14.375,-0.225
14.378,-0.225
14.381,-0.225
14.383,-0.21
14.386,-0.21
14.389,-0.215
14.392,-0.21
14.394,-0.21
14.397,-0.21
14.4,-0.195
14.403,-0.2
14.406,-0.215
14.408,-0.22
14.411,-0.215
14.414,-0.205
14.417,-0.195
14.419,-0.205
14.422,-0.22
14.425,-0.225
14.428,-0.22
14.431,-0.21
14.433,-0.205
14.436,-0.21
14.439,-0.215
14.442,-0.225
14.444,-0.23
14.447,-0.22
14.45,-0.21
14.453,-0.22
14.456,-0.22
14.458,-0.235
14.461,-0.235
14.464,-0.225
14.467,-0.215
14.469,-0.22
14.472,-0.225
14.475,-0.235
14.478,-0.235
14.481,-0.23
14.483,-0.215
14.486,-0.215
14.489,-0.225
14.492,-0.24
14.494,-0.25
14.497,-0.235
14.5,-0.235
14.503,-0.235
14.506,-0.235
14.508,-0.26
14.511,-0.25
14.514,-0.235
14.517,-0.235
14.519,-0.23
14.522,-0.24
14.525,-0.25
14.528,-0.245
14.531,-0.24
14.533,-0.24
14.536,-0.24
14.539,-0.245
14.542,-0.25
14.544,-0.255
14.547,-0.245
14.55,-0.24
14.553,-0.245
14.556,-0.255
14.558,-0.255
14.561,-0.26
14.564,-0.245
14.567,-0.23
14.569,-0.25
14.572,-0.245
14.575,-0.26
14.578,-0.26
14.581,-0.24
14.583,-0.23
14.586,-0.225
14.589,-0.23
14.592,-0.25
14.594,-0.25
14.597,-0.24
14.6,-0.23
14.603,-0.235
14.606,-0.245
14.608,-0.24
14.611,-0.23
14.614,-0.225
14.617,-0.235
14.619,-0.23
14.622,-0.23
14.625,-0.24
14.628,-0.245
14.631,-0.23
14.633,-0.225
14.636,-0.225
14.639,-0.23
14.642,-0.245
14.644,-0.24
14.647,-0.23
14.65,-0.215
14.653,-0.21
14.656,-0.225
14.658,-0.225
14.661,-0.23
14.664,-0.215
14.667,-0.2
14.669,-0.205
14.672,-0.21
14.675,-0.21
14.678,-0.2
14.681,-0.19
14.683,-0.18
14.686,-0.185
14.689,-0.195
14.692,-0.2
14.694,-0.195
14.697,-0.185
14.7,-0.155
14.703,-0.165
14.706,-0.17
14.708,-0.18
14.711,-0.175
14.714,-0.18
14.717,-0.16
14.719,-0.185
14.722,-0.19
14.725,-0.205
14.728,-0.205
14.731,-0.195
14.733,-0.19
14.736,-0.2
14.739,-0.205
14.742,-0.225
14.744,-0.23
14.747,-0.225
14.75,-0.2
14.753,-0.215
14.756,-0.225
14.758,-0.23
14.761,-0.245
14.764,-0.235
14.767,-0.215
14.769,-0.225
14.772,-0.235
14.775,-0.23
14.778,-0.235
14.781,-0.22
14.783,-0.22
14.786,-0.225
14.789,-0.225
14.792,-0.225
14.794,-0.23
14.797,-0.225
14.8,-0.225
14.803,-0.245
14.806,-0.28
14.808,-0.305
14.811,-0.335
14.814,-0.35
14.817,-0.36
14.819,-0.36
14.822,-0.315
14.825,-0.22
14.828,-0.095
14.831,0.025
14.833,0.14
14.836,0.245
14.839,0.365
14.842,0.465
14.844,0.565
14.847,0.58
14.85,0.415
14.853,0.075
14.856,-0.21
14.858,-0.33
14.861,-0.3
14.864,-0.27
14.867,-0.26
14.869,-0.26
14.872,-0.255
14.875,-0.265
14.878,-0.265
14.881,-0.255
14.883,-0.25
14.886,-0.26
14.889,-0.265
14.892,-0.26
14.894,-0.275
14.897,-0.255
14.9,-0.255
14.903,-0.26
14.906,-0.275
14.908,-0.275
14.911,-0.275
14.914,-0.26
14.917,-0.26
14.919,-0.255
14.922,-0.275
14.925,-0.285
14.928,-0.28
14.931,-0.265
14.933,-0.25
14.936,-0.25
14.939,-0.26
14.942,-0.275
14.944,-0.285
14.947,-0.275
14.95,-0.25
14.953,-0.255
14.956,-0.255
14.958,-0.27
14.961,-0.27
14.964,-0.255
14.967,-0.25
14.969,-0.25
14.972,-0.255
14.975,-0.255
14.978,-0.25
14.981,-0.255
14.983,-0.235
14.986,-0.24
14.989,-0.255
14.992,-0.255
14.994,-0.265
14.997,-0.26
15,-0.25
15.003,-0.25
15.006,-0.26
15.008,-0.275
15.011,-0.28
15.014,-0.275
15.017,-0.255
15.019,-0.265
15.022,-0.285
15.025,-0.28
15.028,-0.295
15.031,-0.295
15.033,-0.275
15.036,-0.285
15.039,-0.295
15.042,-0.305
15.044,-0.305
15.047,-0.305
15.05,-0.305
15.053,-0.31
15.056,-0.315
15.058,-0.33
15.061,-0.33
15.064,-0.315
15.067,-0.315
15.069,-0.32
15.072,-0.34
15.075,-0.365
15.078,-0.36
15.081,-0.36
15.083,-0.345
15.086,-0.365
15.089,-0.365
15.092,-0.385
15.094,-0.385
15.097,-0.39
15.1,-0.375
15.103,-0.365
15.106,-0.385
15.108,-0.4
15.111,-0.395
15.114,-0.39
15.117,-0.38
15.119,-0.385
15.122,-0.4
15.125,-0.405
15.128,-0.4
15.131,-0.395
15.133,-0.37
15.136,-0.37
15.139,-0.365
15.142,-0.37
15.144,-0.35
15.147,-0.335
15.15,-0.32
15.153,-0.32
15.156,-0.31
15.158,-0.305
15.161,-0.295
15.164,-0.285
15.167,-0.27
15.169,-0.255
15.172,-0.265
15.175,-0.27
15.178,-0.25
15.181,-0.24
15.183,-0.225
15.186,-0.23
15.189,-0.225
15.192,-0.235
15.194,-0.245
15.197,-0.25
15.2,-0.235
15.203,-0.235
15.206,-0.24
15.208,-0.255
15.211,-0.25
15.214,-0.235
15.217,-0.235
15.219,-0.24
15.222,-0.245
15.225,-0.255
15.228,-0.255
15.231,-0.26
15.233,-0.245
15.236,-0.245
15.239,-0.255
15.242,-0.265
15.244,-0.27
15.247,-0.26
15.25,-0.24
15.253,-0.24
15.256,-0.255
15.258,-0.28
15.261,-0.265
15.264,-0.265
15.267,-0.26
15.269,-0.26
15.272,-0.255
15.275,-0.26
15.278,-0.26
15.281,-0.255
15.283,-0.25
15.286,-0.26
15.289,-0.265
15.292,-0.28
15.294,-0.29
15.297,-0.275
15.3,-0.255
15.303,-0.26
15.306,-0.275
15.308,-0.29
15.311,-0.29
15.314,-0.285
15.317,-0.28
15.319,-0.275
15.322,-0.28
15.325,-0.285
15.328,-0.29
15.331,-0.285
15.333,-0.275
15.336,-0.285
15.339,-0.285
15.342,-0.285
15.344,-0.295
15.347,-0.285
15.35,-0.28
15.353,-0.275
15.356,-0.29
15.358,-0.3
15.361,-0.295
15.364,-0.285
15.367,-0.28
15.369,-0.28
15.372,-0.295
15.375,-0.295
15.378,-0.3
15.381,-0.29
15.383,-0.27
15.386,-0.275
15.389,-0.28
15.392,-0.29
15.394,-0.295
15.397,-0.285
15.4,-0.285
15.403,-0.285
15.406,-0.29
15.408,-0.3
15.411,-0.295
15.414,-0.295
15.417,-0.275
15.419,-0.28
15.422,-0.28
15.425,-0.3
15.428,-0.3
15.431,-0.285
15.433,-0.275
15.436,-0.27
15.439,-0.295
15.442,-0.295
15.444,-0.305
15.447,-0.29
15.45,-0.27
15.453,-0.28
15.456,-0.29
15.458,-0.29
15.461,-0.275
15.464,-0.255
15.467,-0.25
15.469,-0.26
15.472,-0.27
15.475,-0.28
15.478,-0.27
15.481,-0.265
15.483,-0.245
15.486,-0.245
15.489,-0.255
15.492,-0.25
15.494,-0.24
15.497,-0.235
15.5,-0.23
15.503,-0.23
15.506,-0.25
15.508,-0.265
15.511,-0.275
15.514,-0.275
15.517,-0.26
15.519,-0.255
15.522,-0.265
15.525,-0.29
15.528,-0.295
15.531,-0.295
15.533,-0.28
15.536,-0.27
15.539,-0.29
15.542,-0.3
15.544,-0.295
15.547,-0.3
15.55,-0.3
15.553,-0.3
15.556,-0.305
15.558,-0.295
15.561,-0.295
15.564,-0.295
15.567,-0.3
15.569,-0.3
15.572,-0.3
15.575,-0.3
15.578,-0.315
15.581,-0.305
15.583,-0.28
15.586,-0.29
15.589,-0.295
15.592,-0.325
15.594,-0.34
15.597,-0.36
15.6,-0.365
15.603,-0.38
15.606,-0.415
15.608,-0.45
15.611,-0.42
15.614,-0.345
15.617,-0.245
15.619,-0.16
15.622,-0.09
15.625,-0.06
15.628,-0.005
15.631,0.05
15.633,0.165
15.636,0.265
15.639,0.38
15.642,0.46
15.644,0.495
15.647,0.485
15.65,0.335
15.653,0.045
15.656,-0.245
15.658,-0.43
15.661,-0.48
15.664,-0.43
15.667,-0.4
15.669,-0.38
15.672,-0.365
15.675,-0.355
15.678,-0.365
15.681,-0.345
15.683,-0.345
15.686,-0.34
15.689,-0.345
15.692,-0.365
15.694,-0.36
15.697,-0.36
15.7,-0.34
15.703,-0.35
15.706,-0.345
15.708,-0.365
15.711,-0.36
15.714,-0.36
15.717,-0.345
15.719,-0.345
15.722,-0.36
15.725,-0.36
15.728,-0.37
15.731,-0.355
15.733,-0.345
15.736,-0.345
15.739,-0.355
15.742,-0.36
15.744,-0.36
15.747,-0.355
15.75,-0.35
15.753,-0.34
15.756,-0.345
15.758,-0.36
15.761,-0.345
15.764,-0.355
15.767,-0.335
15.769,-0.35
15.772,-0.365
15.775,-0.36
15.778,-0.37
15.781,-0.36
15.783,-0.345
15.786,-0.34
15.789,-0.355
15.792,-0.375
15.794,-0.38
15.797,-0.365
15.8,-0.36
15.803,-0.355
15.806,-0.355
15.808,-0.35
15.811,-0.365
15.814,-0.355
15.817,-0.36
15.819,-0.365
15.822,-0.385
15.825,-0.39
15.828,-0.38
15.831,-0.37
15.833,-0.365
15.836,-0.385
15.839,-0.385
15.842,-0.42
15.844,-0.405
15.847,-0.39
15.85,-0.39
15.853,-0.385
15.856,-0.395
15.858,-0.405
15.861,-0.4
15.864,-0.395
15.867,-0.395
15.869,-0.405
15.872,-0.425
15.875,-0.44
15.878,-0.455
15.881,-0.455
15.883,-0.445
15.886,-0.465
15.889,-0.465
15.892,-0.48
15.894,-0.485
15.897,-0.485
15.9,-0.485
15.903,-0.49
15.906,-0.5
15.908,-0.51
15.911,-0.525
15.914,-0.51
15.917,-0.495
15.919,-0.5
15.922,-0.515
15.925,-0.51
15.928,-0.49
15.931,-0.475
15.933,-0.45
15.936,-0.45
15.939,-0.45
15.942,-0.44
15.944,-0.43
15.947,-0.405
15.95,-0.39
15.953,-0.39
15.956,-0.38
15.958,-0.38
15.961,-0.37
15.964,-0.355
15.967,-0.34
15.969,-0.34
15.972,-0.33
15.975,-0.34
15.978,-0.33
15.981,-0.325
15.983,-0.32
15.986,-0.32
15.989,-0.32
15.992,-0.325
15.994,-0.335
15.997,-0.315
16,-0.315
16.003,-0.305
16.006,-0.325
16.008,-0.34
16.011,-0.345
16.014,-0.325
16.017,-0.32
16.019,-0.32
16.022,-0.325
16.025,-0.34
16.028,-0.345
16.031,-0.33
16.033,-0.31
16.036,-0.315
16.039,-0.32
16.042,-0.345
16.044,-0.345
16.047,-0.325
16.05,-0.34
16.053,-0.335
16.056,-0.345
16.058,-0.34
16.061,-0.35
16.064,-0.345
16.067,-0.335
16.069,-0.345
16.072,-0.345
16.075,-0.355
16.078,-0.355
16.081,-0.345
16.083,-0.335
16.086,-0.345
16.089,-0.345
16.092,-0.355
16.094,-0.35
16.097,-0.355
16.1,-0.34
16.103,-0.355
16.106,-0.36
16.108,-0.355
16.111,-0.34
16.114,-0.345
16.117,-0.345
16.119,-0.345
16.122,-0.355
16.125,-0.34
16.128,-0.37
16.131,-0.37
16.133,-0.35
16.136,-0.35
16.139,-0.35
16.142,-0.36
16.144,-0.37
16.147,-0.37
16.15,-0.36
16.153,-0.36
16.156,-0.355
16.158,-0.36
16.161,-0.36
16.164,-0.35
16.167,-0.345
16.169,-0.35
16.172,-0.355
16.175,-0.365
16.178,-0.36
16.181,-0.35
16.183,-0.33
16.186,-0.335
16.189,-0.34
16.192,-0.35
16.194,-0.36
16.197,-0.34
16.2,-0.34
16.203,-0.335
16.206,-0.34
16.208,-0.35
16.211,-0.35
16.214,-0.34
16.217,-0.33
16.219,-0.33
16.222,-0.34
16.225,-0.345
16.228,-0.345
16.231,-0.345
16.233,-0.335
16.236,-0.32
16.239,-0.335
16.242,-0.34
16.244,-0.345
16.247,-0.325
16.25,-0.3
16.253,-0.315
16.256,-0.315
16.258,-0.305
16.261,-0.3
16.264,-0.28
16.267,-0.27
16.269,-0.29
16.272,-0.29
16.275,-0.295
16.278,-0.29
16.281,-0.275
16.283,-0.255
16.286,-0.265
16.289,-0.275
16.292,-0.28
16.294,-0.285
16.297,-0.28
16.3,-0.27
16.303,-0.285
16.306,-0.305
16.308,-0.305
16.311,-0.305
16.314,-0.295
16.317,-0.295
16.319,-0.295
16.322,-0.315
16.325,-0.325
16.328,-0.325
16.331,-0.31
16.333,-0.305
16.336,-0.3
16.339,-0.31
16.342,-0.325
16.344,-0.325
16.347,-0.325
16.35,-0.305
16.353,-0.305
16.356,-0.325
16.358,-0.32
16.361,-0.325
16.364,-0.31
16.367,-0.31
16.369,-0.315
16.372,-0.32
16.375,-0.325
16.378,-0.32
16.381,-0.315
16.383,-0.305
16.386,-0.3
16.389,-0.325
16.392,-0.335
16.394,-0.35
16.397,-0.355
16.4,-0.38
16.403,-0.415
16.406,-0.43
16.408,-0.455
16.411,-0.41
16.414,-0.305
16.417,-0.16
16.419,-0.045
16.422,0.035
16.425,0.12
16.428,0.245
16.431,0.385
16.433,0.495
16.436,0.475
16.439,0.295
16.442,-0.04
16.444,-0.35
16.447,-0.44
16.45,-0.415
16.453,-0.38
16.456,-0.36
16.458,-0.365
16.461,-0.355
16.464,-0.34
16.467,-0.34
16.469,-0.335
16.472,-0.35
16.475,-0.37
16.478,-0.36
16.481,-0.355
16.483,-0.355
16.486,-0.35
16.489,-0.35
16.492,-0.355
16.494,-0.35
16.497,-0.35
16.5,-0.34
16.503,-0.345
16.506,-0.345
16.508,-0.35
16.511,-0.345
16.514,-0.335
16.517,-0.335
16.519,-0.33
16.522,-0.345
16.525,-0.345
16.528,-0.34
16.531,-0.335
16.533,-0.32
16.536,-0.335
16.539,-0.33
16.542,-0.34
16.544,-0.34
16.547,-0.335
16.55,-0.325
16.553,-0.325
16.556,-0.34
16.558,-0.345
16.561,-0.345
16.564,-0.32
16.567,-0.32
16.569,-0.33
16.572,-0.345
16.575,-0.335
16.578,-0.34
16.581,-0.33
16.583,-0.325
16.586,-0.33
16.589,-0.34
16.592,-0.345
16.594,-0.35
16.597,-0.335
16.6,-0.325
16.603,-0.34
16.606,-0.335
16.608,-0.355
16.611,-0.36
16.614,-0.355
16.617,-0.35
16.619,-0.345
16.622,-0.355
16.625,-0.375
16.628,-0.365
16.631,-0.375
16.633,-0.375
16.636,-0.365
16.639,-0.375
16.642,-0.385
16.644,-0.39
16.647,-0.38
16.65,-0.37
16.653,-0.38
16.656,-0.39
16.658,-0.405
16.661,-0.425
16.664,-0.42
16.667,-0.425
16.669,-0.425
16.672,-0.435
16.675,-0.445
16.678,-0.45
16.681,-0.46
16.683,-0.455
16.686,-0.47
16.689,-0.475
16.692,-0.49
16.694,-0.49
16.697,-0.475
16.7,-0.465
16.703,-0.47
16.706,-0.48
16.708,-0.485
16.711,-0.47
16.714,-0.465
16.717,-0.43
16.719,-0.43
16.722,-0.42
16.725,-0.42
16.728,-0.39
16.731,-0.375
16.733,-0.365
16.736,-0.35
16.739,-0.34
16.742,-0.325
16.744,-0.325
16.747,-0.31
16.75,-0.29
16.753,-0.285
16.756,-0.29
16.758,-0.29
16.761,-0.285
16.764,-0.27
16.767,-0.245
16.769,-0.265
16.772,-0.265
16.775,-0.28
16.778,-0.29
16.781,-0.27
16.783,-0.255
16.786,-0.27
16.789,-0.265
16.792,-0.275
16.794,-0.28
16.797,-0.275
16.8,-0.265
16.803,-0.27
16.806,-0.28
16.808,-0.28
16.811,-0.285
16.814,-0.275
16.817,-0.265
16.819,-0.27
16.822,-0.27
16.825,-0.285
16.828,-0.29
16.831,-0.27
16.833,-0.26
16.836,-0.265
16.839,-0.28
16.842,-0.285
16.844,-0.28
16.847,-0.28
16.85,-0.27
16.853,-0.28
16.856,-0.28
16.858,-0.285
16.861,-0.29
16.864,-0.28
16.867,-0.275
16.869,-0.29
16.872,-0.295
16.875,-0.305
16.878,-0.295
16.881,-0.285
16.883,-0.28
16.886,-0.29
16.889,-0.3
16.892,-0.31
16.894,-0.31
16.897,-0.305
16.9,-0.285
16.903,-0.29
16.906,-0.295
16.908,-0.305
16.911,-0.305
16.914,-0.3
16.917,-0.295
16.919,-0.3
16.922,-0.29
16.925,-0.305
16.928,-0.3
16.931,-0.285
16.933,-0.27
16.936,-0.275
16.939,-0.29
16.942,-0.295
16.944,-0.3
16.947,-0.295
16.95,-0.285
16.953,-0.285
16.956,-0.285
16.958,-0.29
16.961,-0.285
16.964,-0.28
16.967,-0.27
16.969,-0.29
16.972,-0.29
16.975,-0.295
16.978,-0.28
16.981,-0.285
16.983,-0.27
16.986,-0.275
16.989,-0.285
16.992,-0.29
16.994,-0.285
16.997,-0.28
17,-0.255
17.003,-0.265
17.006,-0.265
17.008,-0.28
17.011,-0.285
17.014,-0.28
17.017,-0.27
17.019,-0.25
17.022,-0.27
17.025,-0.265
17.028,-0.28
17.031,-0.275
17.033,-0.265
17.036,-0.27
17.039,-0.28
17.042,-0.28
17.044,-0.28
17.047,-0.255
17.05,-0.26
17.053,-0.25
17.056,-0.255
17.058,-0.26
17.061,-0.255
17.064,-0.235
17.067,-0.215
17.069,-0.225
17.072,-0.235
17.075,-0.235
17.078,-0.24
17.081,-0.23
17.083,-0.21
17.086,-0.205
17.089,-0.205
17.092,-0.2
17.094,-0.2
17.097,-0.2
17.1,-0.19
17.103,-0.19
17.106,-0.205
17.108,-0.21
17.111,-0.205
17.114,-0.205
17.117,-0.2
17.119,-0.21
17.122,-0.225
17.125,-0.235
17.128,-0.235
17.131,-0.23
17.133,-0.215
17.136,-0.225
17.139,-0.235
17.142,-0.235
17.144,-0.245
17.147,-0.24
17.15,-0.23
17.153,-0.24
17.156,-0.245
17.158,-0.255
17.161,-0.26
17.164,-0.255
17.167,-0.23
17.169,-0.245
17.172,-0.255
17.175,-0.255
17.178,-0.255
17.181,-0.245
17.183,-0.235
17.186,-0.245
17.189,-0.25
17.192,-0.26
17.194,-0.26
17.197,-0.25
17.2,-0.24
17.203,-0.25
17.206,-0.265
17.208,-0.275
17.211,-0.275
17.214,-0.295
17.217,-0.31
17.219,-0.34
17.222,-0.375
17.225,-0.41
17.228,-0.42
17.231,-0.365
17.233,-0.235
17.236,-0.115
17.239,0.015
17.242,0.115
17.244,0.235
17.247,0.37
17.25,0.5
17.253,0.615
17.256,0.705
17.258,0.71
17.261,0.51
17.264,0.16
17.267,-0.125
17.269,-0.285
17.272,-0.295
17.275,-0.295
17.278,-0.305
17.281,-0.29
17.283,-0.28
17.286,-0.275
17.289,-0.27
17.292,-0.29
17.294,-0.29
17.297,-0.29
17.3,-0.28
17.303,-0.285
17.306,-0.295
17.308,-0.295
17.311,-0.305
17.314,-0.3
17.317,-0.3
17.319,-0.29
17.322,-0.295
17.325,-0.305
17.328,-0.31
17.331,-0.3
17.333,-0.29
17.336,-0.29
17.339,-0.295
17.342,-0.31
17.344,-0.3
17.347,-0.295
17.35,-0.28
17.353,-0.285
17.356,-0.295
17.358,-0.305
17.361,-0.31
17.364,-0.29
17.367,-0.285
17.369,-0.29
17.372,-0.29
17.375,-0.295
17.378,-0.3
17.381,-0.29
17.383,-0.28
17.386,-0.285
17.389,-0.29
17.392,-0.3
17.394,-0.305
17.397,-0.295
17.4,-0.28
17.403,-0.3
17.406,-0.295
17.408,-0.305
17.411,-0.305
17.414,-0.29
17.417,-0.275
17.419,-0.29
17.422,-0.3
17.425,-0.305
17.428,-0.31
17.431,-0.295
17.433,-0.295
17.436,-0.3
17.439,-0.305
17.442,-0.315
17.444,-0.315
17.447,-0.32
17.45,-0.315
17.453,-0.33
17.456,-0.32
17.458,-0.335
17.461,-0.34
17.464,-0.33
17.467,-0.31
17.469,-0.325
17.472,-0.33
17.475,-0.345
17.478,-0.35
17.481,-0.355
17.483,-0.345
17.486,-0.355
17.489,-0.36
17.492,-0.375
17.494,-0.39
17.497,-0.37
17.5,-0.38
17.503,-0.39
17.506,-0.4
17.508,-0.41
17.511,-0.41
17.514,-0.405
17.517,-0.405
17.519,-0.43
17.522,-0.44
17.525,-0.445
17.528,-0.465
17.531,-0.455
17.533,-0.445
17.536,-0.455
17.539,-0.455
17.542,-0.465
17.544,-0.47
17.547,-0.46
17.55,-0.45
17.553,-0.44
17.556,-0.445
17.558,-0.44
17.561,-0.43
17.564,-0.405
17.567,-0.395
17.569,-0.385
17.572,-0.37
17.575,-0.375
17.578,-0.355
17.581,-0.335
17.583,-0.305
17.586,-0.3
17.589,-0.305
17.592,-0.305
17.594,-0.29
17.597,-0.28
17.6,-0.27
17.603,-0.265
17.606,-0.265
17.608,-0.26
17.611,-0.265
17.614,-0.25
17.617,-0.245
17.619,-0.235
17.622,-0.24
17.625,-0.27
17.628,-0.26
17.631,-0.245
17.633,-0.245
17.636,-0.24
17.639,-0.25
17.642,-0.255
17.644,-0.26
17.647,-0.25
17.65,-0.24
17.653,-0.25
17.656,-0.255
17.658,-0.255
17.661,-0.26
17.664,-0.245
17.667,-0.245
17.669,-0.25
17.672,-0.265
17.675,-0.265
17.678,-0.265
17.681,-0.27
17.683,-0.245
17.686,-0.245
17.689,-0.25
17.692,-0.26
17.694,-0.265
17.697,-0.255
17.7,-0.26
17.703,-0.26
17.706,-0.265
17.708,-0.265
17.711,-0.26
17.714,-0.27
17.717,-0.255
17.719,-0.26
17.722,-0.275
17.725,-0.27
17.728,-0.275
17.731,-0.255
17.733,-0.255
17.736,-0.265
17.739,-0.27
17.742,-0.285
17.744,-0.275
17.747,-0.265
17.75,-0.265
17.753,-0.27
17.756,-0.27
17.758,-0.27
17.761,-0.265
17.764,-0.27
17.767,-0.265
17.769,-0.27
17.772,-0.275
17.775,-0.28
17.778,-0.295
17.781,-0.29
17.783,-0.275
17.786,-0.265
17.789,-0.27
17.792,-0.285
17.794,-0.275
17.797,-0.275
17.8,-0.265
17.803,-0.27
17.806,-0.28
17.808,-0.28
17.811,-0.28
17.814,-0.265
17.817,-0.255
17.819,-0.27
17.822,-0.275
17.825,-0.275
17.828,-0.28
17.831,-0.26
17.833,-0.255
17.836,-0.26
17.839,-0.255
17.842,-0.275
17.844,-0.275
17.847,-0.26
17.85,-0.255
